 "ZEIT[h]" "NOVF  1" "NOVF  2"
  289.167     0.000     0.000
  289.333     0.000     0.000
  289.500     0.000     0.000
  289.667     0.000     0.000
  289.833     0.000     0.000
  290.000     0.000     0.000
  290.167     0.000     0.000
  290.333     0.000     0.000
  290.500     0.000     0.000
  290.667     0.000     0.000
  290.833     0.000     0.000
  291.000     0.000     0.000
  291.167     0.000     0.000
  291.333     0.000     0.000
  291.500     0.000     0.000
  291.667     0.000     0.000
  291.833     0.000     0.000
  292.000     0.000     0.000
  292.167     0.000     0.000
  292.333     0.000     0.000
  292.500     0.000     0.000
  292.667     0.000     0.000
  292.833     0.000     0.000
  293.000     0.000     0.000
  293.167     0.000     0.000
  293.333     0.000     0.000
  293.500     0.000     0.000
  293.667     0.000     0.000
  293.833     0.000     0.000
  294.000     0.000     0.000
  294.167     0.000     0.000
  294.333     0.000     0.000
  294.500     0.000     0.000
  294.667     0.000     0.000
  294.833     0.000     0.000
  295.000     0.000     0.000
  295.167     0.000     0.000
  295.333     0.000     0.000
  295.500     0.000     0.000
  295.667     0.000     0.000
  295.833     0.000     0.000
  296.000     0.000     0.000
  296.167     0.000     0.000
  296.333     0.000     0.000
  296.500     0.000     0.000
  296.667     0.000     0.000
  296.833     0.000     0.000
  297.000     0.000     0.000
  297.167     0.000     0.000
  297.333     0.000     0.000
  297.500     0.000     0.000
  297.667     0.000     0.000
  297.833     0.000     0.000
  298.000     0.000     0.000
  298.167     0.000     0.000
  298.333     0.000     0.000
  298.500     0.000     0.000
  298.667     0.000     0.000
  298.833     0.000     0.000
  299.000     0.000     0.000
  299.167     0.000     0.000
  299.333     0.000     0.000
  299.500     0.000     0.000
  299.667     0.000     0.000
  299.833     0.000     0.000
  300.000     0.000     0.000
  300.167     0.000     0.000
  300.333     0.000     0.000
  300.500     0.000     0.000
  300.667     0.000     0.000
  300.833     0.000     0.000
  301.000     0.000     0.000
  301.167     0.000     0.000
  301.333     0.000     0.000
  301.500     0.000     0.000
  301.667     0.000     0.000
  301.833     0.000     0.000
  302.000     0.000     0.000
  302.167     0.000     0.000
  302.333     0.000     0.000
  302.500     0.000     0.000
  302.667     0.000     0.000
  302.833     0.000     0.000
  303.000     0.000     0.000
  303.167     0.000     0.000
  303.333     0.000     0.000
  303.500     0.000     0.000
  303.667     0.000     0.000
  303.833     0.000     0.000
  304.000     0.000     0.000
  304.167     0.000     0.000
  304.333     0.000     0.000
  304.500     0.000     0.000
  304.667     0.000     0.000
  304.833     0.000     0.000
  305.000     0.000     0.000
  305.167     0.000     0.000
  305.333     0.000     0.000
  305.500     0.000     0.000
  305.667     0.000     0.000
  305.833     0.000     0.000
  306.000     0.000     0.000
  306.167     0.000     0.000
  306.333     0.000     0.000
  306.500     0.000     0.000
  306.667     0.000     0.000
  306.833     0.000     0.000
  307.000     0.000     0.000
  307.167     0.000     0.000
  307.333     0.000     0.000
  307.500     0.000     0.000
  307.667     0.000     0.000
  307.833     0.000     0.000
  308.000     0.000     0.000
  308.167     0.000     0.000
  308.333     0.000     0.000
  308.500     0.000     0.000
  308.667     0.000     0.000
  308.833     0.000     0.000
  309.000     0.000     0.000
  309.167     0.000     0.000
  309.333     0.000     0.000
  309.500     0.000     0.000
  309.667     0.000     0.000
  309.833     0.000     0.000
  310.000     0.000     0.000
  310.167     0.000     0.000
  310.333     0.000     0.000
  310.500     0.000     0.000
  310.667     0.000     0.000
  310.833     0.000     0.000
  311.000     0.000     0.000
  311.167     0.000     0.000
  311.333     0.000     0.000
  311.500     0.000     0.000
  311.667     0.000     0.000
  311.833     0.000     0.000
  312.000     0.000     0.000
  312.167     0.000     0.000
  312.333     0.000     0.000
  312.500     0.000     0.000
  312.667     0.000     0.000
  312.833     0.000     0.000
  313.000     0.000     0.000
  313.167     0.000     0.000
  313.333     0.000     0.000
  313.500     0.000     0.000
  313.667     0.000     0.000
  313.833     0.000     0.000
  314.000     0.000     0.000
  314.167     0.000     0.000
  314.333     0.000     0.000
  314.500     0.000     0.000
  314.667     0.000     0.000
  314.833     0.000     0.000
  315.000     0.000     0.000
  315.167     0.000     0.000
  315.333     0.000     0.000
  315.500     0.000     0.000
  315.667     0.000     0.000
  315.833     0.000     0.000
  316.000     0.000     0.000
  316.167     0.000     0.000
  316.333     0.000     0.000
  316.500     0.000     0.000
  316.667     0.000     0.000
  316.833     0.000     0.000
  317.000     0.000     0.000
  317.167     0.000     0.000
  317.333     0.000     0.000
  317.500     0.000     0.000
  317.667     0.000     0.000
  317.833     0.000     0.000
  318.000     0.000     0.000
  318.167     0.000     0.000
  318.333     0.000     0.000
  318.500     0.000     0.000
  318.667     0.000     0.000
  318.833     0.000     0.000
  319.000     0.000     0.000
  319.167     0.000     0.000
  319.333     0.000     0.000
  319.500     0.000     0.000
  319.667     0.000     0.000
  319.833     0.000     0.000
  320.000     0.000     0.000
  320.167     0.000     0.000
  320.333     0.000     0.000
  320.500     0.000     0.000
  320.667     0.000     0.000
  320.833     0.000     0.000
  321.000     0.000     0.000
  321.167     0.000     0.000
  321.333     0.000     0.000
  321.500     0.000     0.000
  321.667     0.000     0.000
  321.833     0.000     0.000
  322.000     0.000     0.000
  322.167     0.000     0.000
  322.333     0.000     0.000
  322.500     0.000     0.000
  322.667     0.000     0.000
  322.833     0.000     0.000
  323.000     0.000     0.000
  323.167     0.000     0.000
  323.333     0.000     0.000
  323.500     0.000     0.000
  323.667     0.000     0.000
  323.833     0.000     0.000
  324.000     0.000     0.000
  324.167     0.000     0.000
  324.333     0.000     0.000
  324.500     0.000     0.000
  324.667     0.000     0.000
  324.833     0.000     0.000
  325.000     0.000     0.000
  325.167     0.000     0.000
  325.333     0.000     0.000
  325.500     0.000     0.000
  325.667     0.000     0.000
  325.833     0.000     0.000
  326.000     0.000     0.000
  326.167     0.000     0.000
  326.333     0.000     0.000
  326.500     0.000     0.000
  326.667     0.000     0.000
  326.833     0.000     0.000
  327.000     0.000     0.000
  327.167     0.000     0.000
  327.333     0.000     0.000
  327.500     0.000     0.000
  327.667     0.000     0.000
  327.833     0.000     0.000
  328.000     0.000     0.000
  328.167     0.000     0.000
  328.333     0.000     0.000
  328.500     0.000     0.000
  328.667     0.000     0.000
  328.833     0.000     0.000
  329.000     0.000     0.000
  329.167     0.000     0.000
  329.333     0.000     0.000
  329.500     0.000     0.000
  329.667     0.000     0.000
  329.833     0.000     0.000
  330.000     0.000     0.000
  330.167     0.000     0.000
  330.333     0.000     0.000
  330.500     0.000     0.000
  330.667     0.000     0.000
  330.833     0.000     0.000
  331.000     0.000     0.000
  331.167     0.000     0.000
  331.333     0.000     0.000
  331.500     0.000     0.000
  331.667     0.000     0.000
  331.833     0.000     0.000
  332.000     0.000     0.000
  332.167     0.000     0.000
  332.333     0.000     0.000
  332.500     0.000     0.000
  332.667     0.000     0.000
  332.833     0.000     0.000
  333.000     0.000     0.000
  333.167     0.000     0.000
  333.333     0.000     0.000
  333.500     0.000     0.000
  333.667     0.000     0.000
  333.833     0.000     0.000
  334.000     0.000     0.000
  334.167     0.000     0.000
  334.333     0.000     0.000
  334.500     0.000     0.000
  334.667     0.000     0.000
  334.833     0.000     0.000
  335.000     0.000     0.000
  335.167     0.000     0.000
  335.333     0.000     0.000
  335.500     0.000     0.000
  335.667     0.000     0.000
  335.833     0.000     0.000
  336.000     0.000     0.000
  336.167     0.000     0.000
  336.333     0.000     0.000
  336.500     0.000     0.000
  336.667     0.000     0.000
  336.833     0.000     0.000
  337.000     0.000     0.000
  337.167     0.000     0.000
  337.333     0.000     0.000
  337.500     0.000     0.000
  337.667     0.000     0.000
  337.833     0.000     0.000
  338.000     0.000     0.000
  338.167     0.000     0.000
  338.333     0.000     0.000
  338.500     0.000     0.000
  338.667     0.000     0.000
  338.833     0.000     0.000
  339.000     0.000     0.000
  339.167     0.000     0.000
  339.333     0.000     0.000
  339.500     0.000     0.000
  339.667     0.000     0.000
  339.833     0.000     0.000
  340.000     0.000     0.000
  340.167     0.000     0.000
  340.333     0.000     0.000
  340.500     0.000     0.000
  340.667     0.000     0.000
  340.833     0.000     0.000
  341.000     0.000     0.000
  341.167     0.000     0.000
  341.333     0.000     0.000
  341.500     0.000     0.000
  341.667     0.000     0.000
  341.833     0.000     0.000
  342.000     0.000     0.000
  342.167     0.000     0.000
  342.333     0.000     0.000
  342.500     0.000     0.000
  342.667     0.000     0.000
  342.833     0.000     0.000
  343.000     0.000     0.000
  343.167     0.000     0.000
  343.333     0.000     0.000
  343.500     0.000     0.000
  343.667     0.000     0.000
  343.833     0.000     0.000
  344.000     0.000     0.000
  344.167     0.000     0.000
  344.333     0.000     0.000
  344.500     0.000     0.000
  344.667     0.000     0.000
  344.833     0.000     0.000
  345.000     0.000     0.000
  345.167     0.000     0.000
  345.333     0.000     0.000
  345.500     0.000     0.000
  345.667     0.000     0.000
  345.833     0.000     0.000
  346.000     0.000     0.000
  346.167     0.000     0.000
  346.333     0.000     0.000
  346.500     0.000     0.000
  346.667     0.000     0.000
  346.833     0.000     0.000
  347.000     0.000     0.000
  347.167     0.000     0.000
  347.333     0.000     0.000
  347.500     0.000     0.000
  347.667     0.000     0.000
  347.833     0.000     0.000
  348.000     0.000     0.000
  348.167     0.000     0.000
  348.333     0.000     0.000
  348.500     0.000     0.000
  348.667     0.000     0.000
  348.833     0.000     0.000
  349.000     0.000     0.000
  349.167     0.000     0.000
  349.333     0.000     0.000
  349.500     0.000     0.000
  349.667     0.000     0.000
  349.833     0.000     0.000
  350.000     0.000     0.000
  350.167     0.000     0.000
  350.333     0.000     0.000
  350.500     0.000     0.000
  350.667     0.000     0.000
  350.833     0.000     0.000
  351.000     0.000     0.000
  351.167     0.000     0.000
  351.333     0.000     0.000
  351.500     0.000     0.000
  351.667     0.000     0.000
  351.833     0.000     0.000
  352.000     0.000     0.000
  352.167     0.000     0.000
  352.333     0.000     0.000
  352.500     0.000     0.000
  352.667     0.000     0.000
  352.833     0.000     0.000
  353.000     0.000     0.000
  353.167     0.000     0.000
  353.333     0.000     0.000
  353.500     0.000     0.000
  353.667     0.000     0.000
  353.833     0.000     0.000
  354.000     0.000     0.000
  354.167     0.000     0.000
  354.333     0.000     0.000
  354.500     0.000     0.000
  354.667     0.000     0.000
  354.833     0.000     0.000
  355.000     0.000     0.000
  355.167     0.000     0.000
  355.333     0.000     0.000
  355.500     0.000     0.000
  355.667     0.000     0.000
  355.833     0.000     0.000
  356.000     0.000     0.000
  356.167     0.000     0.000
  356.333     0.000     0.000
  356.500     0.000     0.000
  356.667     0.000     0.000
  356.833     0.000     0.000
  357.000     0.000     0.000
  357.167     0.000     0.000
  357.333     0.000     0.000
  357.500     0.000     0.000
  357.667     0.000     0.000
  357.833     0.000     0.000
  358.000     0.000     0.000
  358.167     0.000     0.000
  358.333     0.000     0.000
  358.500     0.000     0.000
  358.667     0.000     0.000
  358.833     0.000     0.000
  359.000     0.000     0.000
  359.167     0.000     0.000
  359.333     0.000     0.000
  359.500     0.000     0.000
  359.667     0.000     0.000
  359.833     0.000     0.000
  360.000     0.000     0.000
  360.167     0.000     0.000
  360.333     0.000     0.000
  360.500     0.000     0.000
  360.667     0.000     0.000
  360.833     0.000     0.000
  361.000     0.000     0.000
  361.167     0.000     0.000
  361.333     0.000     0.000
  361.500     0.000     0.000
  361.667     0.000     0.000
  361.833     0.000     0.000
  362.000     0.000     0.000
  362.167     0.000     0.000
  362.333     0.000     0.000
  362.500     0.000     0.000
  362.667     0.000     0.000
  362.833     0.000     0.000
  363.000     0.000     0.000
  363.167     0.000     0.000
  363.333     0.000     0.000
  363.500     0.000     0.000
  363.667     0.000     0.000
  363.833     0.000     0.000
  364.000     0.000     0.000
  364.167     0.000     0.000
  364.333     0.000     0.000
  364.500     0.000     0.000
  364.667     0.000     0.000
  364.833     0.000     0.000
  365.000     0.000     0.000
  365.167     0.000     0.000
  365.333     0.000     0.000
  365.500     0.000     0.000
  365.667     0.000     0.000
  365.833     0.000     0.000
  366.000     0.000     0.000
  366.167     0.000     0.000
  366.333     0.000     0.000
  366.500     0.000     0.000
  366.667     0.000     0.000
  366.833     0.000     0.000
  367.000     0.000     0.000
  367.167     0.000     0.000
  367.333     0.000     0.000
  367.500     0.000     0.000
  367.667     0.000     0.000
  367.833     0.000     0.000
  368.000     0.000     0.000
  368.167     0.000     0.000
  368.333     0.000     0.000
  368.500     0.000     0.000
  368.667     0.000     0.000
  368.833     0.000     0.000
  369.000     0.000     0.000
  369.167     0.000     0.000
  369.333     0.000     0.000
  369.500     0.000     0.000
  369.667     0.000     0.000
  369.833     0.000     0.000
  370.000     0.000     0.000
  370.167     0.000     0.000
  370.333     0.000     0.000
  370.500     0.000     0.000
  370.667     0.000     0.000
  370.833     0.000     0.000
  371.000     0.000     0.000
  371.167     0.000     0.000
  371.333     0.000     0.000
  371.500     0.000     0.000
  371.667     0.000     0.000
  371.833     0.000     0.000
  372.000     0.000     0.000
  372.167     0.000     0.000
  372.333     0.000     0.000
  372.500     0.000     0.000
  372.667     0.000     0.000
  372.833     0.000     0.000
  373.000     0.000     0.000
  373.167     0.000     0.000
  373.333     0.000     0.000
  373.500     0.000     0.000
  373.667     0.000     0.000
  373.833     0.000     0.000
  374.000     0.000     0.000
  374.167     0.000     0.000
  374.333     0.000     0.000
  374.500     0.000     0.000
  374.667     0.000     0.000
  374.833     0.000     0.000
  375.000     0.000     0.000
  375.167     0.000     0.000
  375.333     0.000     0.000
  375.500     0.000     0.000
  375.667     0.000     0.000
  375.833     0.000     0.000
  376.000     0.000     0.000
  376.167     0.000     0.000
  376.333     0.000     0.000
  376.500     0.000     0.000
  376.667     0.000     0.000
  376.833     0.000     0.000
  377.000     0.000     0.000
  377.167     0.000     0.000
  377.333     0.000     0.000
  377.500     0.000     0.000
  377.667     0.000     0.000
  377.833     0.000     0.000
  378.000     0.000     0.000
  378.167     0.000     0.000
  378.333     0.000     0.000
  378.500     0.000     0.000
  378.667     0.000     0.000
  378.833     0.000     0.000
  379.000     0.000     0.000
  379.167     0.000     0.000
  379.333     0.000     0.000
  379.500     0.000     0.000
  379.667     0.000     0.000
  379.833     0.000     0.000
  380.000     0.000     0.000
  380.167     0.000     0.000
  380.333     0.000     0.000
  380.500     0.000     0.000
  380.667     0.000     0.000
  380.833     0.000     0.000
  381.000     0.000     0.000
  381.167     0.000     0.000
  381.333     0.000     0.000
  381.500     0.000     0.000
  381.667     0.000     0.000
  381.833     0.000     0.000
  382.000     0.000     0.000
  382.167     0.000     0.000
  382.333     0.000     0.000
  382.500     0.000     0.000
  382.667     0.000     0.000
  382.833     0.000     0.000
  383.000     0.000     0.000
  383.167     0.000     0.000
  383.333     0.000     0.000
  383.500     0.000     0.000
  383.667     0.000     0.000
  383.833     0.000     0.000
  384.000     0.000     0.000
  384.167     0.000     0.000
  384.333     0.000     0.000
  384.500     0.000     0.000
  384.667     0.000     0.000
  384.833     0.000     0.000
  385.000     0.000     0.000
  385.167     0.000     0.000
  385.333     0.000     0.000
  385.500     0.000     0.000
  385.667     0.000     0.000
  385.833     0.000     0.000
  386.000     0.000     0.000
  386.167     0.000     0.000
  386.333     0.000     0.000
  386.500     0.000     0.000
  386.667     0.000     0.000
  386.833     0.000     0.000
  387.000     0.000     0.000
  387.167     0.000     0.000
  387.333     0.000     0.000
  387.500     0.000     0.000
  387.667     0.000     0.000
  387.833     0.000     0.000
  388.000     0.000     0.000
  388.167     0.000     0.000
  388.333     0.000     0.000
  388.500     0.000     0.000
  388.667     0.000     0.000
  388.833     0.000     0.000
  389.000     0.000     0.000
  389.167     0.000     0.000
  389.333     0.000     0.000
  389.500     0.000     0.000
  389.667     0.000     0.000
  389.833     0.000     0.000
  390.000     0.000     0.000
  390.167     0.000     0.000
  390.333     0.000     0.000
  390.500     0.000     0.000
  390.667     0.000     0.000
  390.833     0.000     0.000
  391.000     0.000     0.000
  391.167     0.000     0.000
  391.333     0.000     0.000
  391.500     0.000     0.000
  391.667     0.000     0.000
  391.833     0.000     0.000
  392.000     0.000     0.000
  392.167     0.000     0.000
  392.333     0.000     0.000
  392.500     0.000     0.000
  392.667     0.000     0.000
  392.833     0.000     0.000
  393.000     0.000     0.000
  393.167     0.000     0.000
  393.333     0.000     0.000
  393.500     0.000     0.000
  393.667     0.000     0.000
  393.833     0.000     0.000
  394.000     0.000     0.000
  394.167     0.000     0.000
  394.333     0.000     0.000
  394.500     0.000     0.000
  394.667     0.000     0.000
  394.833     0.000     0.000
  395.000     0.000     0.000
  395.167     0.000     0.000
  395.333     0.000     0.000
  395.500     0.000     0.000
  395.667     0.000     0.000
  395.833     0.000     0.000
  396.000     0.000     0.000
  396.167     0.000     0.000
  396.333     0.000     0.000
  396.500     0.000     0.000
  396.667     0.000     0.000
  396.833     0.000     0.000
  397.000     0.000     0.000
  397.167     0.000     0.000
  397.333     0.000     0.000
  397.500     0.000     0.000
  397.667     0.000     0.000
  397.833     0.000     0.000
  398.000     0.000     0.000
  398.167     0.000     0.000
  398.333     0.000     0.000
  398.500     0.000     0.000
  398.667     0.000     0.000
  398.833     0.000     0.000
  399.000     0.000     0.000
  399.167     0.000     0.000
  399.333     0.000     0.000
  399.500     0.000     0.000
  399.667     0.000     0.000
  399.833     0.000     0.000
  400.000     0.000     0.000
  400.167     0.000     0.000
  400.333     0.000     0.000
  400.500     0.000     0.000
  400.667     0.000     0.000
  400.833     0.000     0.000
  401.000     0.000     0.000
  401.167     0.000     0.000
  401.333     0.000     0.000
  401.500     0.000     0.000
  401.667     0.000     0.000
  401.833     0.000     0.000
  402.000     0.000     0.000
  402.167     0.000     0.000
  402.333     0.000     0.000
  402.500     0.000     0.000
  402.667     0.000     0.000
  402.833     0.000     0.000
  403.000     0.000     0.000
  403.167     0.000     0.000
  403.333     0.000     0.000
  403.500     0.000     0.000
  403.667     0.000     0.000
  403.833     0.000     0.000
  404.000     0.000     0.000
  404.167     0.000     0.000
  404.333     0.000     0.000
  404.500     0.000     0.000
  404.667     0.000     0.000
  404.833     0.000     0.000
  405.000     0.000     0.000
  405.167     0.000     0.000
  405.333     0.000     0.000
  405.500     0.000     0.000
  405.667     0.000     0.000
  405.833     0.000     0.000
  406.000     0.000     0.000
  406.167     0.000     0.000
  406.333     0.000     0.000
  406.500     0.000     0.000
  406.667     0.000     0.000
  406.833     0.000     0.000
  407.000     0.000     0.000
  407.167     0.000     0.000
  407.333     0.000     0.000
  407.500     0.000     0.000
  407.667     0.000     0.000
  407.833     0.000     0.000
  408.000     0.000     0.000
  408.167     0.000     0.000
  408.333     0.000     0.000
  408.500     0.000     0.000
  408.667     0.000     0.000
  408.833     0.000     0.000
  409.000     0.000     0.000
  409.167     0.000     0.000
  409.333     0.000     0.000
  409.500     0.000     0.000
  409.667     0.000     0.000
  409.833     0.000     0.000
  410.000     0.000     0.000
  410.167     0.000     0.000
  410.333     0.000     0.000
  410.500     0.000     0.000
  410.667     0.000     0.000
  410.833     0.000     0.000
  411.000     0.000     0.000
  411.167     0.000     0.000
  411.333     0.000     0.000
  411.500     0.000     0.000
  411.667     0.000     0.000
  411.833     0.000     0.000
  412.000     0.000     0.000
  412.167     0.000     0.000
  412.333     0.000     0.000
  412.500     0.000     0.000
  412.667     0.000     0.000
  412.833     0.000     0.000
  413.000     0.000     0.000
  413.167     0.000     0.000
  413.333     0.000     0.000
  413.500     0.000     0.000
  413.667     0.000     0.000
  413.833     0.000     0.000
  414.000     0.000     0.000
  414.167     0.000     0.000
  414.333     0.000     0.000
  414.500     0.000     0.000
  414.667     0.000     0.000
  414.833     0.000     0.000
  415.000     0.000     0.000
  415.167     0.000     0.000
  415.333     0.000     0.000
  415.500     0.000     0.000
  415.667     0.000     0.000
  415.833     0.000     0.000
  416.000     0.000     0.000
  416.167     0.000     0.000
  416.333     0.000     0.000
  416.500     0.000     0.000
  416.667     0.000     0.000
  416.833     0.000     0.000
  417.000     0.000     0.000
  417.167     0.000     0.000
  417.333     0.000     0.000
  417.500     0.000     0.000
  417.667     0.000     0.000
  417.833     0.000     0.000
  418.000     0.000     0.000
  418.167     0.000     0.000
  418.333     0.000     0.000
  418.500     0.000     0.000
  418.667     0.000     0.000
  418.833     0.000     0.000
  419.000     0.000     0.000
  419.167     0.000     0.000
  419.333     0.000     0.000
  419.500     0.000     0.000
  419.667     0.000     0.000
  419.833     0.000     0.000
  420.000     0.000     0.000
  420.167     0.000     0.000
  420.333     0.000     0.000
  420.500     0.000     0.000
  420.667     0.000     0.000
  420.833     0.000     0.000
  421.000     0.000     0.000
  421.167     0.000     0.000
  421.333     0.000     0.000
  421.500     0.000     0.000
  421.667     0.000     0.000
  421.833     0.000     0.000
  422.000     0.000     0.000
  422.167     0.000     0.000
  422.333     0.000     0.000
  422.500     0.000     0.000
  422.667     0.000     0.000
  422.833     0.000     0.000
  423.000     0.000     0.000
  423.167     0.000     0.000
  423.333     0.000     0.000
  423.500     0.000     0.000
  423.667     0.000     0.000
  423.833     0.000     0.000
  424.000     0.000     0.000
  424.167     0.000     0.000
  424.333     0.000     0.000
  424.500     0.000     0.000
  424.667     0.000     0.000
  424.833     0.000     0.000
  425.000     0.000     0.000
  425.167     0.000     0.000
  425.333     0.000     0.000
  425.500     0.000     0.000
  425.667     0.000     0.000
  425.833     0.000     0.000
  426.000     0.000     0.000
  426.167     0.000     0.000
  426.333     0.000     0.000
  426.500     0.000     0.000
  426.667     0.000     0.000
  426.833     0.000     0.000
  427.000     0.000     0.000
  427.167     0.000     0.000
  427.333     0.000     0.000
  427.500     0.000     0.000
  427.667     0.000     0.000
  427.833     0.000     0.000
  428.000     0.000     0.000
  428.167     0.000     0.000
  428.333     0.000     0.000
  428.500     0.000     0.000
  428.667     0.000     0.000
  428.833     0.000     0.000
  429.000     0.000     0.000
  429.167     0.000     0.000
  429.333     0.000     0.000
  429.500     0.000     0.000
  429.667     0.000     0.000
  429.833     0.000     0.000
  430.000     0.000     0.000
  430.167     0.000     0.000
  430.333     0.000     0.000
  430.500     0.000     0.000
  430.667     0.000     0.000
  430.833     0.000     0.000
  431.000     0.000     0.000
  431.167     0.000     0.000
  431.333     0.000     0.000
  431.500     0.000     0.000
  431.667     0.000     0.000
  431.833     0.000     0.000
  432.000     0.000     0.000
  432.167     0.000     0.000
  432.333     0.000     0.000
  432.500     0.000     0.000
  432.667     0.000     0.000
  432.833     0.000     0.000
  433.000     0.000     0.000
  433.167     0.000     0.000
  433.333     0.000     0.000
  433.500     0.000     0.000
  433.667     0.000     0.000
  433.833     0.000     0.000
  434.000     0.000     0.000
  434.167     0.000     0.000
  434.333     0.000     0.000
  434.500     0.000     0.000
  434.667     0.000     0.000
  434.833     0.000     0.000
  435.000     0.000     0.000
  435.167     0.000     0.000
  435.333     0.000     0.000
  435.500     0.000     0.000
  435.667     0.000     0.000
  435.833     0.000     0.000
  436.000     0.000     0.000
  436.167     0.000     0.000
  436.333     0.000     0.000
  436.500     0.000     0.000
  436.667     0.000     0.000
  436.833     0.000     0.000
  437.000     0.000     0.000
  437.167     0.000     0.000
  437.333     0.000     0.000
  437.500     0.000     0.000
  437.667     0.000     0.000
  437.833     0.000     0.000
  438.000     0.000     0.000
  438.167     0.000     0.000
  438.333     0.000     0.000
  438.500     0.000     0.000
  438.667     0.000     0.000
  438.833     0.000     0.000
  439.000     0.000     0.000
  439.167     0.000     0.000
  439.333     0.000     0.000
  439.500     0.000     0.000
  439.667     0.000     0.000
  439.833     0.000     0.000
  440.000     0.000     0.000
  440.167     0.000     0.000
  440.333     0.000     0.000
  440.500     0.000     0.000
  440.667     0.000     0.000
  440.833     0.000     0.000
  441.000     0.000     0.000
  441.167     0.000     0.000
  441.333     0.000     0.000
  441.500     0.000     0.000
  441.667     0.000     0.000
  441.833     0.000     0.000
  442.000     0.000     0.000
  442.167     0.000     0.000
  442.333     0.000     0.000
  442.500     0.000     0.000
  442.667     0.000     0.000
  442.833     0.000     0.000
  443.000     0.000     0.000
  443.167     0.000     0.000
  443.333     0.000     0.000
  443.500     0.000     0.000
  443.667     0.000     0.000
  443.833     0.000     0.000
  444.000     0.000     0.000
  444.167     0.000     0.000
  444.333     0.000     0.000
  444.500     0.000     0.000
  444.667     0.000     0.000
  444.833     0.000     0.000
  445.000     0.000     0.000
  445.167     0.000     0.000
  445.333     0.000     0.000
  445.500     0.000     0.000
  445.667     0.000     0.000
  445.833     0.000     0.000
  446.000     0.000     0.000
  446.167     0.000     0.000
  446.333     0.000     0.000
  446.500     0.000     0.000
  446.667     0.000     0.000
  446.833     0.000     0.000
  447.000     0.000     0.000
  447.167     0.000     0.000
  447.333     0.000     0.000
  447.500     0.000     0.000
  447.667     0.000     0.000
  447.833     0.000     0.000
  448.000     0.000     0.000
  448.167     0.000     0.000
  448.333     0.000     0.000
  448.500     0.000     0.000
  448.667     0.000     0.000
  448.833     0.000     0.000
  449.000     0.000     0.000
  449.167     0.000     0.000
  449.333     0.000     0.000
  449.500     0.000     0.000
  449.667     0.000     0.000
  449.833     0.000     0.000
  450.000     0.000     0.000
  450.167     0.000     0.000
  450.333     0.000     0.000
  450.500     0.000     0.000
  450.667     0.000     0.000
  450.833     0.000     0.000
  451.000     0.000     0.000
  451.167     0.000     0.000
  451.333     0.000     0.000
  451.500     0.000     0.000
  451.667     0.000     0.000
  451.833     0.000     0.000
  452.000     0.000     0.000
  452.167     0.000     0.000
  452.333     0.000     0.000
  452.500     0.000     0.000
  452.667     0.000     0.000
  452.833     0.000     0.000
  453.000     0.000     0.000
  453.167     0.000     0.000
  453.333     0.000     0.000
  453.500     0.000     0.000
  453.667     0.000     0.000
  453.833     0.000     0.000
  454.000     0.000     0.000
  454.167     0.000     0.000
  454.333     0.000     0.000
  454.500     0.000     0.000
  454.667     0.000     0.000
  454.833     0.000     0.000
  455.000     0.000     0.000
  455.167     0.000     0.000
  455.333     0.000     0.000
  455.500     0.000     0.000
  455.667     0.000     0.000
  455.833     0.000     0.000
  456.000     0.000     0.000
  456.167     0.000     0.000
  456.333     0.000     0.000
  456.500     0.000     0.000
  456.667     0.000     0.000
  456.833     0.000     0.000
  457.000     0.000     0.000
  457.167     0.000     0.000
  457.333     0.000     0.000
  457.500     0.000     0.000
  457.667     0.000     0.000
  457.833     0.000     0.000
  458.000     0.000     0.000
  458.167     0.000     0.000
  458.333     0.000     0.000
  458.500     0.000     0.000
  458.667     0.000     0.000
  458.833     0.000     0.000
  459.000     0.000     0.000
  459.167     0.000     0.000
  459.333     0.000     0.000
  459.500     0.000     0.000
  459.667     0.000     0.000
  459.833     0.000     0.000
  460.000     0.000     0.000
  460.167     0.000     0.000
  460.333     0.000     0.000
  460.500     0.000     0.000
  460.667     0.000     0.000
  460.833     0.000     0.000
  461.000     0.000     0.000
  461.167     0.000     0.000
  461.333     0.000     0.000
  461.500     0.000     0.000
  461.667     0.000     0.000
  461.833     0.000     0.000
  462.000     0.000     0.000
  462.167     0.000     0.000
  462.333     0.000     0.000
  462.500     0.000     0.000
  462.667     0.000     0.000
  462.833     0.000     0.000
  463.000     0.000     0.000
  463.167     0.000     0.000
  463.333     0.000     0.000
  463.500     0.000     0.000
  463.667     0.000     0.000
  463.833     0.000     0.000
  464.000     0.000     0.000
  464.167     0.000     0.000
  464.333     0.000     0.000
  464.500     0.000     0.000
  464.667     0.000     0.000
  464.833     0.000     0.000
  465.000     0.000     0.000
  465.167     0.000     0.000
  465.333     0.000     0.000
  465.500     0.000     0.000
  465.667     0.000     0.000
  465.833     0.000     0.000
  466.000     0.000     0.000
  466.167     0.000     0.000
  466.333     0.000     0.000
  466.500     0.000     0.000
  466.667     0.000     0.000
  466.833     0.000     0.000
  467.000     0.000     0.000
  467.167     0.000     0.000
  467.333     0.000     0.000
  467.500     0.000     0.000
  467.667     0.000     0.000
  467.833     0.000     0.000
  468.000     0.000     0.000
